"Program Name","Level","Duration","Tuition Fee","Entry Requirements","Special Exams","Location","Start Date","Application Deadline","Application Fee","Servıce Fee","Program Language","University Name","CSCA Exam Required"
"Environmental Science, Engineering and Management","Master","2 Years","RMB 39,000 per year","Applicants must be non-Chinese citizen with a valid passport. Applicants should have a Bachelor's Degree or an equivalent degree to a Bachelor's Degree (or above) in China, majoring in Environmental Science and Engineering, Environmental Economics and Management, Civil Engineering, Chemical Engineering, Chemistry, Biology, or other relevant fields. The Bachelor degree should be a formal four-year program with at least 100 credits or 30 courses. The overall average of required courses should be≧70%. No more than 5 courses have scores lower than 60%. If the transcript only shows GPA, please clarify the calculation method from actual score to GPA and whether the GPA meets the requirement in the personal statement. All the applicants should have basic knowledge in calculus (≧4 credits), physics (≧4 credits), chemistry (≧4 credits), and biology (≧2 credits). If the applicants want to focus on environmental science and engineering, knowledge in at least one of the following areas is required: water treatment, water supply, air pollution control, solid waste treatment and control, environmental biology, environmental chemistry. If the applicants want to focus on environmental management and planning, they should have knowledge in probability and statistics. Each applicant should use a table to clarify how he/she can meet these requirements in the personal statement. Applicants should be in good health and of good character, be well-behaved and be willing to abide by China's laws and regulations, as well as Tsinghua's rules. Language skills requirements: For NON-English native speakers, ONE of the following conditions shall be met: a. Major courses in undergraduate period were given in English and this shall be clearly stated in the applicants' transcripts. Or b. Applicants provide the transcript of either TOEFL (minimum 90 for overall score and 23 for writing component) or IELTS (minimum 6.5 for overall score and 6.0 for writing component).","TOEFL or IELTS","Beijing, China","Sep 1, 2023","Mar 1, 2023","USD 164","USD 219","English","Tsinghua University","N/A"
"Juris Master (LL.M.) in Chinese Law","Master","2 Years","RMB 73,000 Per Year","Applicants must be non-Chinese citizens with a valid passport. Applicants for master's degree programs should have a bachelor's degree.","N/A","Beijing, China","Sep 1, 2022","Mar 1, 2022","USD 164","USD 219","English","Tsinghua University","N/A"
"Environmental Science and Engineering","PhD","3 Years","RMB 40,000 per year","Applicants for Ph.D. program should hold a master degree, or equivalent degree, or will receive a master degree when enroll, majoring in Environmental Science and Engineering, Environmental Economics and Management, Civil Engineering, Chemical Engineering, Chemistry, Biology, or other relevant fields. The bachelor degree should be a formal four-year program with at least 100 credits or 30 courses. The master degree should be a formal program with at least 18 credits or 6 courses. All the applicants should have basic knowledge in calculus, chemistry, biology.","TOEFL or IELTS for non-English native speakers","Tsinghua University, Beijing, China","Sep 1, 2022","Mar 1, 2022","USD 123","USD 219","English","Tsinghua University","N/A"
"Public Administration in International Development (MID)","Master","2 Years","RMB 60,000 Per Year","Applicants must be non-Chinese citizens with a valid passport. Applicants for master's degree programs should have a bachelor's degree.","N/A","N/A","Sep 1, 2022","Mar 1, 2022","USD 164","USD 219","English","Tsinghua University","N/A"
"Tsinghua-MIT Global MBA","Master","2 Years","RMB 99,000 Per Year","Applicants must be non-Chinese citizens with a valid passport. Applicants for master's degree programs should have a bachelor's degree.","GMAT/GRE score of 600 or above","Beijing, China","Sep 1, 2022","Mar 1, 2022","USD 164 (Non-Refundable)","USD 219 (Non-Refundable)","English","Tsinghua University","N/A"
"Tsinghua MBA + MIT Master of Science in Management Studies (MSMS)","Master","1 Year","RMB 164,000 per year","Undergraduate degree from a recognized university; Competitive GMAT/GRE score or Tsinghua MBA Alternative Entrance Exam score; Completed Tsinghua MBA online application and submission of required supporting materials.","GMAT/GRE","1st Year: Tsinghua University, Beijing, China; 2nd Year: MIT Sloan, Cambridge, MA, USA","Sep 1, 2022","Mar 1, 2022","USD 164 (Non-Refundable)","USD 219 (Non-Refundable)","Chinese","Tsinghua University","N/A"
"Tsinghua MBA (Part-time)","Master","33 months","RMB 238,000 per year","A. Applicants must hold non-Chinese citizenship or citizenship of Chinese Hong Kong, Taiwan or Macau; B. Undergraduate degree from a recognized university; C. Competitive GMAT/GRE score or Tsinghua MBA Alternative Entrance Exam score; D. Completed Tsinghua MBA online application and submission of required supporting materials.","GMAT/GRE or Tsinghua MBA Alternative Entrance Exam","Tsinghua University, Beijing, China","Sep 1, 2022","Mar 1, 2022","USD 164","USD 219","Chinese","Tsinghua University","N/A"
"Geological Information Science and Technology","Bachelor","4 Years","RMB 22,000 per year","All non-Chinese citizens between 18-25 years old. Applicants must be non-Chinese citizens with valid foreign passports. Applicants must abide by the rules and regulations of Chinese laws and schools, be of good character and respect Chinese social customs and habits. Applicants must meet one of the following academic conditions: An official transcript of the applicant's highest educational degree (original copy and Chinese or English notarized copy), Graduation transcripts of national/district unified high school, Scores of an internationally recognized standardized test (Such as the SAT/ACT/A-Level/ AP/IB, etc.). Applicant is physically and mentally healthy, has no serious diseases, infectious diseases or serious physical defects. Applicant must pass the required national admission medical examination. Language requirements for self-funded undergraduates can be properly relaxed, but students applying for academic majors taught in Chinese must pass HSK 4. Those who fail the HSK 4 test must study one year of a Chinese preparatory course until able to pass the HSK 4.","HSK 4","Wuhan, China","Sep 1, 2022","May 10, 2022","USD 75","USD 100","Chinese","China University of Geosciences (Wuhan)","N/A"
"Surveying Engineering","Bachelor","4 Years","RMB 22,000 per year","All non-Chinese citizens between 18-25 years old. Applicants must be non-Chinese citizens with valid foreign passports. Applicants must abide by the rules and regulations of Chinese laws and schools, be of good character and respect Chinese social customs and habits. Applicants must meet one of the following academic conditions: An official transcript of the applicant's highest educational degree (original copy and Chinese or English notarized copy), Graduation transcripts of national/district unified high school, Scores of an internationally recognized standardized test (Such as the SAT/ACT/A-Level/ AP/IB, etc.). Applicant is physically and mentally healthy, has no serious diseases, infectious diseases or serious physical defects. Applicant must pass the required national admission medical examination. Language requirements for self-funded undergraduates can be properly relaxed, but students applying for academic majors taught in Chinese must pass HSK 4. Those who fail the HSK 4 test must study one year of a Chinese preparatory course until able to pass the HSK 4.","HSK 4","N/A","Sep 1, 2022","May 10, 2022","USD 75","USD 100","Chinese","China University of Geosciences (Wuhan)","N/A"
"Industrial Design","Bachelor","4 Years","RMB 22,000 per year","All non-Chinese citizens between 18-25 years old. Applicants must have valid foreign passports, abide by Chinese laws, and be of good character. Must meet one of the following: official transcript of highest educational degree, graduation transcripts of high school, or scores of an internationally recognized standardized test. Must be physically and mentally healthy and pass a national admission medical examination. Language requirements for academic majors taught in Chinese require passing HSK 4.","HSK 4 (for Chinese-taught programs)","N/A","Sep 1, 2022","May 10, 2022","USD 75","USD 100","Chinese","China University of Geosciences (Wuhan)","N/A"
"Long-term Chinese Language Program","Non-degree","1 Year","RMB 16,000 in total (About $ 2,235)","Non-Chinese citizens with a valid passport, be in good health, over the age of 18 and under the age of 40, and have earned a high school diploma or higher.","N/A","N/A","Sep 1, 2026","May 30, 2026","USD 57","USD 100","Chinese","China University of Geosciences (Wuhan)","N/A"
